"sample","cas_rn","ALS.Parameter.Names","USGS.Parameter.Names","UNITS","Units"
"15_RAMA_4.8_2018-09-05","NO3NO2N","Nitrate+Nitrite as Nitrogen","NO3+NO2, wu","mg/l"," ug/l"
"15_RAMA_4.8_2018-10-01","NO3NO2N","Nitrate+Nitrite as Nitrogen","NO3+NO2, wu","mg/l"," ug/l"
"15_OCSDSTP_001_2018-08-21","NO3NO2N","Nitrate+Nitrite as Nitrogen","NO3+NO2, wu","mg/l"," ug/l"
"15_RAMA_16.5_2018-08-21","NO3NO2N","Nitrate+Nitrite as Nitrogen","NO3+NO2, wu","mg/l"," ug/l"
"15_RAMA_T25_3_0.2_2018-08-22","NO3NO2N","Nitrate+Nitrite as Nitrogen","NO3+NO2, wu","mg/l"," ug/l"
"15_RAMA_11.8_2018-10-01","NO3NO2N","Nitrate+Nitrite as Nitrogen","NO3+NO2, wu","mg/l"," ug/l"
"15_RAMA_16.7_2018-10-02","NO3NO2N","Nitrate+Nitrite as Nitrogen","NO3+NO2, wu","mg/l"," ug/l"
"15_RAMA_13.3_2018-09-05","NO3NO2N","Nitrate+Nitrite as Nitrogen","NO3+NO2, wu","mg/l"," ug/l"
"15_RAMA_1.1_2018-08-21","NO3NO2N","Nitrate+Nitrite as Nitrogen","NO3+NO2, wu","mg/l"," ug/l"
"15_KJSTP_001_2018-08-22","NO3NO2N","Nitrate+Nitrite as Nitrogen","NO3+NO2, wu","mg/l"," ug/l"
